Province,Year,Quarter,Crop,AFF GDP Q_n-1,AFF GDP Q_n-2,AFF GDP Q_n-3,AFF GDP Q_n-4,AFF GDP Q_n-5,AFF GDP Q_n-6,NINO3.4 SST Q_n-1,NINO3.4 SST Q_n-2,NINO3.4 SST Q_n-3,NINO3.4 SST Q_n-4,NINO3.4 SST Q_n-5,NINO3.4 SST Q_n-6,Area Harvested Q_n,Area Harvested Q_n-1,Area Harvested Q_n-2,Area Harvested Q_n-3,Area Harvested Q_n-4,Area Harvested Q_n-5,Area Harvested Q_n-6,PALAY YIELD Q_n
Northern Samar,1993,3,Irrigated Palay,71961.1,79063.6,93417.7,61128.0,67859.7,72138.6,28.173333333333332,27.08666666666667,26.563333333333333,26.956666666666667,28.573333333333334,28.3,80.0,220.0,1960.0,1120.0,100.0,230.0,1120.0,168.0
Northern Samar,1993,4,Irrigated Palay,62458.1,71961.1,79063.6,93417.7,61128.0,67859.7,27.123333333333335,28.173333333333332,27.08666666666667,26.563333333333333,26.956666666666667,28.573333333333334,1000.0,80.0,220.0,1960.0,1120.0,100.0,230.0,1771.0
Northern Samar,1994,1,Irrigated Palay,104628.6,62458.1,71961.1,79063.6,93417.7,61128.0,26.866666666666664,27.123333333333335,28.173333333333332,27.08666666666667,26.563333333333333,26.956666666666667,1960.0,1000.0,80.0,220.0,1960.0,1120.0,100.0,4704.0
Northern Samar,1994,2,Irrigated Palay,91738.8,104628.6,62458.1,71961.1,79063.6,93417.7,26.87,26.866666666666664,27.123333333333335,28.173333333333332,27.08666666666667,26.563333333333333,250.0,1960.0,1000.0,80.0,220.0,1960.0,1120.0,535.0
Northern Samar,1994,3,Irrigated Palay,87405.3,91738.8,104628.6,62458.1,71961.1,79063.6,27.906666666666666,26.87,26.866666666666664,27.123333333333335,28.173333333333332,27.08666666666667,100.0,250.0,1960.0,1000.0,80.0,220.0,1960.0,220.0
Northern Samar,1994,4,Irrigated Palay,79050.2,87405.3,91738.8,104628.6,62458.1,71961.1,27.209999999999997,27.906666666666666,26.87,26.866666666666664,27.123333333333335,28.173333333333332,1000.0,100.0,250.0,1960.0,1000.0,80.0,220.0,1836.0
Northern Samar,1995,1,Irrigated Palay,114037.0,79050.2,87405.3,91738.8,104628.6,62458.1,27.63,27.209999999999997,27.906666666666666,26.87,26.866666666666664,27.123333333333335,1990.0,1000.0,100.0,250.0,1960.0,1000.0,80.0,4815.0
Northern Samar,1995,2,Irrigated Palay,97631.4,114037.0,79050.2,87405.3,91738.8,104628.6,27.406666666666666,27.63,27.209999999999997,27.906666666666666,26.87,26.866666666666664,250.0,1990.0,1000.0,100.0,250.0,1960.0,1000.0,537.0
Northern Samar,1995,3,Irrigated Palay,91833.8,97631.4,114037.0,79050.2,87405.3,91738.8,27.63,27.406666666666666,27.63,27.209999999999997,27.906666666666666,26.87,110.0,250.0,1990.0,1000.0,100.0,250.0,1960.0,235.0
Northern Samar,1995,4,Irrigated Palay,95039.6,91833.8,97631.4,114037.0,79050.2,87405.3,26.506666666666664,27.63,27.406666666666666,27.63,27.209999999999997,27.906666666666666,1000.0,110.0,250.0,1990.0,1000.0,100.0,250.0,1800.0
Northern Samar,1996,1,Irrigated Palay,127416.9,95039.6,91833.8,97631.4,114037.0,79050.2,25.786666666666665,26.506666666666664,27.63,27.406666666666666,27.63,27.209999999999997,2000.0,1000.0,110.0,250.0,1990.0,1000.0,100.0,4120.0
Northern Samar,1996,2,Irrigated Palay,111239.9,127416.9,95039.6,91833.8,97631.4,114037.0,26.093333333333334,25.786666666666665,26.506666666666664,27.63,27.406666666666666,27.63,255.0,2000.0,1000.0,110.0,250.0,1990.0,1000.0,548.0
Northern Samar,1996,3,Irrigated Palay,106899.1,111239.9,127416.9,95039.6,91833.8,97631.4,27.30666666666667,26.093333333333334,25.786666666666665,26.506666666666664,27.63,27.406666666666666,115.0,255.0,2000.0,1000.0,110.0,250.0,1990.0,247.0
Northern Samar,1996,4,Irrigated Palay,103514.7,106899.1,111239.9,127416.9,95039.6,91833.8,26.643333333333334,27.30666666666667,26.093333333333334,25.786666666666665,26.506666666666664,27.63,1005.0,115.0,255.0,2000.0,1000.0,110.0,250.0,1859.0
Northern Samar,1997,1,Irrigated Palay,125319.5,103514.7,106899.1,111239.9,127416.9,95039.6,26.21666666666667,26.643333333333334,27.30666666666667,26.093333333333334,25.786666666666665,26.506666666666664,2012.0,1005.0,115.0,255.0,2000.0,1000.0,110.0,4507.0
Northern Samar,1997,2,Irrigated Palay,113363.8,125319.5,103514.7,106899.1,111239.9,127416.9,26.39,26.21666666666667,26.643333333333334,27.30666666666667,26.093333333333334,25.786666666666665,255.0,2012.0,1005.0,115.0,255.0,2000.0,1000.0,553.0
Northern Samar,1997,3,Irrigated Palay,106215.2,113363.8,125319.5,103514.7,106899.1,111239.9,28.166666666666668,26.39,26.21666666666667,26.643333333333334,27.30666666666667,26.093333333333334,124.0,255.0,2012.0,1005.0,115.0,255.0,2000.0,267.0
Northern Samar,1997,4,Irrigated Palay,99570.3,106215.2,113363.8,125319.5,103514.7,106899.1,28.583333333333332,28.166666666666668,26.39,26.21666666666667,26.643333333333334,27.30666666666667,996.0,124.0,255.0,2012.0,1005.0,115.0,255.0,1843.0
Northern Samar,1998,1,Irrigated Palay,137046.0,99570.3,106215.2,113363.8,125319.5,103514.7,28.8,28.583333333333332,28.166666666666668,26.39,26.21666666666667,26.643333333333334,1950.0,996.0,124.0,255.0,2012.0,1005.0,115.0,4275.0
Northern Samar,1998,2,Irrigated Palay,112724.5,137046.0,99570.3,106215.2,113363.8,125319.5,28.493333333333336,28.8,28.583333333333332,28.166666666666668,26.39,26.21666666666667,260.0,1950.0,996.0,124.0,255.0,2012.0,1005.0,535.0
Northern Samar,1998,3,Irrigated Palay,103829.1,112724.5,137046.0,99570.3,106215.2,113363.8,27.863333333333333,28.493333333333336,28.8,28.583333333333332,28.166666666666668,26.39,124.0,260.0,1950.0,996.0,124.0,255.0,2012.0,265.0
Northern Samar,1998,4,Irrigated Palay,100814.7,103829.1,112724.5,137046.0,99570.3,106215.2,25.86,27.863333333333333,28.493333333333336,28.8,28.583333333333332,28.166666666666668,675.0,124.0,260.0,1950.0,996.0,124.0,255.0,1390.0
Northern Samar,1999,1,Irrigated Palay,131848.1,100814.7,103829.1,112724.5,137046.0,99570.3,25.28333333333333,25.86,27.863333333333333,28.493333333333336,28.8,28.583333333333332,2000.0,675.0,124.0,260.0,1950.0,996.0,124.0,4740.0
Northern Samar,1999,2,Irrigated Palay,129091.1,131848.1,100814.7,103829.1,112724.5,137046.0,25.650000000000002,25.28333333333333,25.86,27.863333333333333,28.493333333333336,28.8,260.0,2000.0,675.0,124.0,260.0,1950.0,996.0,675.0
Northern Samar,1999,3,Irrigated Palay,117599.4,129091.1,131848.1,100814.7,103829.1,112724.5,26.796666666666667,25.650000000000002,25.28333333333333,25.86,27.863333333333333,28.493333333333336,130.0,260.0,2000.0,675.0,124.0,260.0,1950.0,340.0
Northern Samar,1999,4,Irrigated Palay,113313.6,117599.4,129091.1,131848.1,100814.7,103829.1,25.893333333333334,26.796666666666667,25.650000000000002,25.28333333333333,25.86,27.863333333333333,975.0,130.0,260.0,2000.0,675.0,124.0,260.0,2004.0
Northern Samar,2000,1,Irrigated Palay,148640.2,113313.6,117599.4,129091.1,131848.1,100814.7,25.25333333333333,25.893333333333334,26.796666666666667,25.650000000000002,25.28333333333333,25.86,1952.0,975.0,130.0,260.0,2000.0,675.0,124.0,4431.0
Northern Samar,2000,2,Irrigated Palay,125530.2,148640.2,113313.6,117599.4,129091.1,131848.1,25.373333333333335,25.25333333333333,25.893333333333334,26.796666666666667,25.650000000000002,25.28333333333333,262.0,1952.0,975.0,130.0,260.0,2000.0,675.0,678.0
Northern Samar,2000,3,Irrigated Palay,124887.5,125530.2,148640.2,113313.6,117599.4,129091.1,26.94333333333333,25.373333333333335,25.25333333333333,25.893333333333334,26.796666666666667,25.650000000000002,140.0,262.0,1952.0,975.0,130.0,260.0,2000.0,378.0
Northern Samar,2000,4,Irrigated Palay,113497.5,124887.5,125530.2,148640.2,113313.6,117599.4,26.400000000000002,26.94333333333333,25.373333333333335,25.25333333333333,25.893333333333334,26.796666666666667,984.0,140.0,262.0,1952.0,975.0,130.0,260.0,1987.0
Northern Samar,2001,1,Irrigated Palay,151564.7,113497.5,124887.5,125530.2,148640.2,113313.6,25.856666666666666,26.400000000000002,26.94333333333333,25.373333333333335,25.25333333333333,25.893333333333334,1955.0,984.0,140.0,262.0,1952.0,975.0,130.0,4790.0
Northern Samar,2001,2,Irrigated Palay,122880.6,151564.7,113497.5,124887.5,125530.2,148640.2,26.28333333333333,25.856666666666666,26.400000000000002,26.94333333333333,25.373333333333335,25.25333333333333,265.0,1955.0,984.0,140.0,262.0,1952.0,975.0,729.0
Northern Samar,2001,3,Irrigated Palay,125987.5,122880.6,151564.7,113497.5,124887.5,125530.2,27.403333333333336,26.28333333333333,25.856666666666666,26.400000000000002,26.94333333333333,25.373333333333335,160.0,265.0,1955.0,984.0,140.0,262.0,1952.0,477.0
Northern Samar,2001,4,Irrigated Palay,121929.4,125987.5,122880.6,151564.7,113497.5,124887.5,26.86,27.403333333333336,26.28333333333333,25.856666666666666,26.400000000000002,26.94333333333333,990.0,160.0,265.0,1955.0,984.0,140.0,262.0,2722.0
Northern Samar,2002,1,Irrigated Palay,164560.6,121929.4,125987.5,122880.6,151564.7,113497.5,26.326666666666668,26.86,27.403333333333336,26.28333333333333,25.856666666666666,26.400000000000002,1965.0,990.0,160.0,265.0,1955.0,984.0,140.0,5404.0
Northern Samar,2002,2,Irrigated Palay,139121.7,164560.6,121929.4,125987.5,122880.6,151564.7,26.763333333333335,26.326666666666668,26.86,27.403333333333336,26.28333333333333,25.856666666666666,300.0,1965.0,990.0,160.0,265.0,1955.0,984.0,834.0
Northern Samar,2002,3,Irrigated Palay,133602.0,139121.7,164560.6,121929.4,125987.5,122880.6,28.073333333333334,26.763333333333335,26.326666666666668,26.86,27.403333333333336,26.28333333333333,165.0,300.0,1965.0,990.0,160.0,265.0,1955.0,495.0
Northern Samar,2002,4,Irrigated Palay,131605.2,133602.0,139121.7,164560.6,121929.4,125987.5,27.683333333333334,28.073333333333334,26.763333333333335,26.326666666666668,26.86,27.403333333333336,995.0,165.0,300.0,1965.0,990.0,160.0,265.0,2776.0
Northern Samar,2003,1,Irrigated Palay,180752.5,131605.2,133602.0,139121.7,164560.6,121929.4,27.92,27.683333333333334,28.073333333333334,26.763333333333335,26.326666666666668,26.86,1970.0,995.0,165.0,300.0,1965.0,990.0,160.0,5516.0
Northern Samar,2003,2,Irrigated Palay,148870.5,180752.5,131605.2,133602.0,139121.7,164560.6,27.52333333333333,27.92,27.683333333333334,28.073333333333334,26.763333333333335,26.326666666666668,330.0,1970.0,995.0,165.0,300.0,1965.0,990.0,940.0
Northern Samar,2003,3,Irrigated Palay,140507.6,148870.5,180752.5,131605.2,133602.0,139121.7,27.44,27.52333333333333,27.92,27.683333333333334,28.073333333333334,26.763333333333335,185.0,330.0,1970.0,995.0,165.0,300.0,1965.0,560.0
Northern Samar,2003,4,Irrigated Palay,139398.9,140507.6,148870.5,180752.5,131605.2,133602.0,27.073333333333334,27.44,27.52333333333333,27.92,27.683333333333334,28.073333333333334,998.0,185.0,330.0,1970.0,995.0,165.0,300.0,2994.0
Northern Samar,2004,1,Irrigated Palay,191659.6,139398.9,140507.6,148870.5,180752.5,131605.2,27.066666666666666,27.073333333333334,27.44,27.52333333333333,27.92,27.683333333333334,2010.0,998.0,185.0,330.0,1970.0,995.0,165.0,6030.0
Northern Samar,2004,2,Irrigated Palay,175281.0,191659.6,139398.9,140507.6,148870.5,180752.5,26.91,27.066666666666666,27.073333333333334,27.44,27.52333333333333,27.92,332.0,2010.0,998.0,185.0,330.0,1970.0,995.0,1003.0
Northern Samar,2004,3,Irrigated Palay,171867.2,175281.0,191659.6,139398.9,140507.6,148870.5,27.80333333333333,26.91,27.066666666666666,27.073333333333334,27.44,27.52333333333333,195.0,332.0,2010.0,998.0,185.0,330.0,1970.0,593.0
Northern Samar,2004,4,Irrigated Palay,175144.1,171867.2,175281.0,191659.6,139398.9,140507.6,27.566666666666666,27.80333333333333,26.91,27.066666666666666,27.073333333333334,27.44,1000.0,195.0,332.0,2010.0,998.0,185.0,330.0,3140.0
Northern Samar,2005,1,Irrigated Palay,222223.9,175144.1,171867.2,175281.0,191659.6,139398.9,27.366666666666664,27.566666666666666,27.80333333333333,26.91,27.066666666666666,27.073333333333334,2060.0,1000.0,195.0,332.0,2010.0,998.0,185.0,6304.0
Northern Samar,2005,2,Irrigated Palay,188460.1,222223.9,175144.1,171867.2,175281.0,191659.6,27.21666666666667,27.366666666666664,27.566666666666666,27.80333333333333,26.91,27.066666666666666,400.0,2060.0,1000.0,195.0,332.0,2010.0,998.0,1182.0
Northern Samar,2005,3,Irrigated Palay,180793.2,188460.1,222223.9,175144.1,171867.2,175281.0,27.98,27.21666666666667,27.366666666666664,27.566666666666666,27.80333333333333,26.91,200.0,400.0,2060.0,1000.0,195.0,332.0,2010.0,620.0
Northern Samar,2005,4,Irrigated Palay,186337.0,180793.2,188460.1,222223.9,175144.1,171867.2,26.99,27.98,27.21666666666667,27.366666666666664,27.566666666666666,27.80333333333333,1010.0,200.0,400.0,2060.0,1000.0,195.0,332.0,3300.0
Northern Samar,2006,1,Irrigated Palay,244281.1,186337.0,180793.2,188460.1,222223.9,175144.1,26.276666666666667,26.99,27.98,27.21666666666667,27.366666666666664,27.566666666666666,2080.0,1010.0,200.0,400.0,2060.0,1000.0,195.0,6250.0
Northern Samar,2006,2,Irrigated Palay,210596.4,244281.1,186337.0,180793.2,188460.1,222223.9,26.09,26.276666666666667,26.99,27.98,27.21666666666667,27.366666666666664,410.0,2080.0,1010.0,200.0,400.0,2060.0,1000.0,1305.0
Northern Samar,2006,3,Irrigated Palay,202886.6,210596.4,244281.1,186337.0,180793.2,188460.1,27.709999999999997,26.09,26.276666666666667,26.99,27.98,27.21666666666667,210.0,410.0,2080.0,1010.0,200.0,400.0,2060.0,775.0
Northern Samar,2006,4,Irrigated Palay,203640.3,202886.6,210596.4,244281.1,186337.0,180793.2,27.266666666666666,27.709999999999997,26.09,26.276666666666667,26.99,27.98,1030.0,210.0,410.0,2080.0,1010.0,200.0,400.0,3461.0
Northern Samar,2007,1,Irrigated Palay,258094.3,203640.3,202886.6,210596.4,244281.1,186337.0,27.61,27.266666666666666,27.709999999999997,26.09,26.276666666666667,26.99,2000.0,1030.0,210.0,410.0,2080.0,1010.0,200.0,5042.0
Northern Samar,2007,2,Irrigated Palay,225815.3,258094.3,203640.3,202886.6,210596.4,244281.1,27.103333333333335,27.61,27.266666666666666,27.709999999999997,26.09,26.276666666666667,427.0,2000.0,1030.0,210.0,410.0,2080.0,1010.0,1396.0
Northern Samar,2007,3,Irrigated Palay,225863.8,225815.3,258094.3,203640.3,202886.6,210596.4,27.573333333333334,27.103333333333335,27.61,27.266666666666666,27.709999999999997,26.09,410.0,427.0,2000.0,1030.0,210.0,410.0,2080.0,1490.0
Northern Samar,2007,4,Irrigated Palay,225946.3,225863.8,225815.3,258094.3,203640.3,202886.6,26.37,27.573333333333334,27.103333333333335,27.61,27.266666666666666,27.709999999999997,1045.0,410.0,427.0,2000.0,1030.0,210.0,410.0,3715.0
Northern Samar,2008,1,Irrigated Palay,301804.3,225946.3,225863.8,225815.3,258094.3,203640.3,25.48333333333333,26.37,27.573333333333334,27.103333333333335,27.61,27.266666666666666,1505.0,1045.0,410.0,427.0,2000.0,1030.0,210.0,3838.0
Northern Samar,2008,2,Irrigated Palay,267036.3,301804.3,225946.3,225863.8,225815.3,258094.3,25.506666666666664,25.48333333333333,26.37,27.573333333333334,27.103333333333335,27.61,601.0,1505.0,1045.0,410.0,427.0,2000.0,1030.0,2320.0
Northern Samar,2008,3,Irrigated Palay,293394.2,267036.3,301804.3,225946.3,225863.8,225815.3,27.070000000000004,25.506666666666664,25.48333333333333,26.37,27.573333333333334,27.103333333333335,410.0,601.0,1505.0,1045.0,410.0,427.0,2000.0,1621.0
Northern Samar,2008,4,Irrigated Palay,274774.3,293394.2,267036.3,301804.3,225946.3,225863.8,26.793333333333333,27.070000000000004,25.506666666666664,25.48333333333333,26.37,27.573333333333334,1745.0,410.0,601.0,1505.0,1045.0,410.0,427.0,6891.0
Northern Samar,2009,1,Irrigated Palay,333368.4,274774.3,293394.2,267036.3,301804.3,225946.3,26.290000000000003,26.793333333333333,27.070000000000004,25.506666666666664,25.48333333333333,26.37,1505.0,1745.0,410.0,601.0,1505.0,1045.0,410.0,3914.0
Northern Samar,2009,2,Irrigated Palay,296534.9,333368.4,274774.3,293394.2,267036.3,301804.3,26.166666666666668,26.290000000000003,26.793333333333333,27.070000000000004,25.506666666666664,25.48333333333333,433.0,1505.0,1745.0,410.0,601.0,1505.0,1045.0,1452.0
Northern Samar,2009,3,Irrigated Palay,287441.7,296534.9,333368.4,274774.3,293394.2,267036.3,27.94666666666667,26.166666666666668,26.290000000000003,26.793333333333333,27.070000000000004,25.506666666666664,404.0,433.0,1505.0,1745.0,410.0,601.0,1505.0,1523.0
Northern Samar,2009,4,Irrigated Palay,273942.3,287441.7,296534.9,333368.4,274774.3,293394.2,27.633333333333336,27.94666666666667,26.166666666666668,26.290000000000003,26.793333333333333,27.070000000000004,1745.0,404.0,433.0,1505.0,1745.0,410.0,601.0,5965.0
Northern Samar,2010,1,Irrigated Palay,362066.3,273942.3,287441.7,296534.9,333368.4,274774.3,28.09,27.633333333333336,27.94666666666667,26.166666666666668,26.290000000000003,26.793333333333333,1505.0,1745.0,404.0,433.0,1505.0,1745.0,410.0,4500.0
Northern Samar,2010,2,Irrigated Palay,312501.2,362066.3,273942.3,287441.7,296534.9,333368.4,28.12,28.09,27.633333333333336,27.94666666666667,26.166666666666668,26.290000000000003,433.0,1505.0,1745.0,404.0,433.0,1505.0,1745.0,1413.0
Northern Samar,2010,3,Irrigated Palay,292304.1,312501.2,362066.3,273942.3,287441.7,296534.9,27.776666666666667,28.12,28.09,27.633333333333336,27.94666666666667,26.166666666666668,266.0,433.0,1505.0,1745.0,404.0,433.0,1505.0,1008.0
Northern Samar,2010,4,Irrigated Palay,293158.5,292304.1,312501.2,362066.3,273942.3,287441.7,25.843333333333334,27.776666666666667,28.12,28.09,27.633333333333336,27.94666666666667,2302.0,266.0,433.0,1505.0,1745.0,404.0,433.0,8805.0
Northern Samar,2011,1,Irrigated Palay,394354.0,293158.5,292304.1,312501.2,362066.3,273942.3,25.393333333333334,25.843333333333334,27.776666666666667,28.12,28.09,27.633333333333336,1505.0,2302.0,266.0,433.0,1505.0,1745.0,404.0,4515.0
Northern Samar,2011,2,Irrigated Palay,353982.1,394354.0,293158.5,292304.1,312501.2,362066.3,25.679999999999996,25.393333333333334,25.843333333333334,27.776666666666667,28.12,28.09,439.0,1505.0,2302.0,266.0,433.0,1505.0,1745.0,1478.0
Northern Samar,2011,3,Irrigated Palay,340422.5,353982.1,394354.0,293158.5,292304.1,312501.2,27.313333333333333,25.679999999999996,25.393333333333334,25.843333333333334,27.776666666666667,28.12,274.0,439.0,1505.0,2302.0,266.0,433.0,1505.0,1057.0
Northern Samar,2011,4,Irrigated Palay,321381.7,340422.5,353982.1,394354.0,293158.5,292304.1,26.560000000000002,27.313333333333333,25.679999999999996,25.393333333333334,25.843333333333334,27.776666666666667,2102.0,274.0,439.0,1505.0,2302.0,266.0,433.0,8059.0
Northern Samar,2012,1,Irrigated Palay,414178.3,321381.7,340422.5,353982.1,394354.0,293158.5,25.856666666666666,26.560000000000002,27.313333333333333,25.679999999999996,25.393333333333334,25.843333333333334,1155.0,2102.0,274.0,439.0,1505.0,2302.0,266.0,3497.0
Northern Samar,2012,2,Irrigated Palay,347054.9,414178.3,321381.7,340422.5,353982.1,394354.0,26.293333333333333,25.856666666666666,26.560000000000002,27.313333333333333,25.679999999999996,25.393333333333334,435.0,1155.0,2102.0,274.0,439.0,1505.0,2302.0,1471.0
Northern Samar,2012,3,Irrigated Palay,337675.2,347054.9,414178.3,321381.7,340422.5,353982.1,27.643333333333334,26.293333333333333,25.856666666666666,26.560000000000002,27.313333333333333,25.679999999999996,279.0,435.0,1155.0,2102.0,274.0,439.0,1505.0,1106.0
Northern Samar,2012,4,Irrigated Palay,334959.8,337675.2,347054.9,414178.3,321381.7,340422.5,27.45,27.643333333333334,26.293333333333333,25.856666666666666,26.560000000000002,27.313333333333333,2160.0,279.0,435.0,1155.0,2102.0,274.0,439.0,8385.0
Northern Samar,2013,1,Irrigated Palay,428783.4,334959.8,337675.2,347054.9,414178.3,321381.7,26.876666666666665,27.45,27.643333333333334,26.293333333333333,25.856666666666666,26.560000000000002,1388.0,2160.0,279.0,435.0,1155.0,2102.0,274.0,4252.0
Northern Samar,2013,2,Irrigated Palay,355840.1,428783.4,334959.8,337675.2,347054.9,414178.3,26.453333333333333,26.876666666666665,27.45,27.643333333333334,26.293333333333333,25.856666666666666,451.0,1388.0,2160.0,279.0,435.0,1155.0,2102.0,1558.0
Northern Samar,2013,3,Irrigated Palay,338539.2,355840.1,428783.4,334959.8,337675.2,347054.9,27.623333333333335,26.453333333333333,26.876666666666665,27.45,27.643333333333334,26.293333333333333,307.0,451.0,1388.0,2160.0,279.0,435.0,1155.0,1212.0
Northern Samar,2013,4,Irrigated Palay,344721.8,338539.2,355840.1,428783.4,334959.8,337675.2,26.763333333333332,27.623333333333335,26.453333333333333,26.876666666666665,27.45,27.643333333333334,2171.0,307.0,451.0,1388.0,2160.0,279.0,435.0,8462.0
Northern Samar,2014,1,Irrigated Palay,464020.4,344721.8,338539.2,355840.1,428783.4,334959.8,26.606666666666666,26.763333333333332,27.623333333333335,26.453333333333333,26.876666666666665,27.45,1388.0,2171.0,307.0,451.0,1388.0,2160.0,279.0,4298.0
Northern Samar,2014,2,Irrigated Palay,393886.9,464020.4,344721.8,338539.2,355840.1,428783.4,26.28333333333333,26.606666666666666,26.763333333333332,27.623333333333335,26.453333333333333,26.876666666666665,455.0,1388.0,2171.0,307.0,451.0,1388.0,2160.0,1566.0
Northern Samar,2014,3,Irrigated Palay,374265.3,393886.9,464020.4,344721.8,338539.2,355840.1,28.166666666666668,26.28333333333333,26.606666666666666,26.763333333333332,27.623333333333335,26.453333333333333,317.0,455.0,1388.0,2171.0,307.0,451.0,1388.0,1254.0
Northern Samar,2014,4,Irrigated Palay,357220.7,374265.3,393886.9,464020.4,344721.8,338539.2,27.076666666666668,28.166666666666668,26.28333333333333,26.606666666666666,26.763333333333332,27.623333333333335,2178.0,317.0,455.0,1388.0,2171.0,307.0,451.0,8622.0
Northern Samar,2015,1,Irrigated Palay,495327.0,357220.7,374265.3,393886.9,464020.4,344721.8,27.349999999999998,27.076666666666668,28.166666666666668,26.28333333333333,26.606666666666666,26.763333333333332,1393.0,2178.0,317.0,455.0,1388.0,2171.0,307.0,4357.0
Northern Samar,2015,2,Irrigated Palay,380057.7,495327.0,357220.7,374265.3,393886.9,464020.4,27.41,27.349999999999998,27.076666666666668,28.166666666666668,26.28333333333333,26.606666666666666,455.0,1393.0,2178.0,317.0,455.0,1388.0,2171.0,1633.0
Northern Samar,2015,3,Irrigated Palay,350398.4,380057.7,495327.0,357220.7,374265.3,393886.9,28.689999999999998,27.41,27.349999999999998,27.076666666666668,28.166666666666668,26.28333333333333,301.0,455.0,1393.0,2178.0,317.0,455.0,1388.0,1165.0
Northern Samar,2015,4,Irrigated Palay,339552.1,350398.4,380057.7,495327.0,357220.7,374265.3,28.55333333333333,28.689999999999998,27.41,27.349999999999998,27.076666666666668,28.166666666666668,2178.0,301.0,455.0,1393.0,2178.0,317.0,455.0,8559.0
Northern Samar,2016,1,Irrigated Palay,463360.9,339552.1,350398.4,380057.7,495327.0,357220.7,29.183333333333334,28.55333333333333,28.689999999999998,27.41,27.349999999999998,27.076666666666668,1382.0,2178.0,301.0,455.0,1393.0,2178.0,317.0,3931.0
Northern Samar,2016,2,Irrigated Palay,367694.2,463360.9,339552.1,350398.4,380057.7,495327.0,28.953333333333333,29.183333333333334,28.55333333333333,28.689999999999998,27.41,27.349999999999998,465.0,1382.0,2178.0,301.0,455.0,1393.0,2178.0,1400.0
Northern Samar,2016,3,Irrigated Palay,348622.8,367694.2,463360.9,339552.1,350398.4,380057.7,28.223333333333333,28.953333333333333,29.183333333333334,28.55333333333333,28.689999999999998,27.41,296.0,465.0,1382.0,2178.0,301.0,455.0,1393.0,1137.0
Northern Samar,2016,4,Irrigated Palay,359115.2,348622.8,367694.2,463360.9,339552.1,350398.4,26.543333333333333,28.223333333333333,28.953333333333333,29.183333333333334,28.55333333333333,28.689999999999998,2307.0,296.0,465.0,1382.0,2178.0,301.0,455.0,8763.0
Northern Samar,2017,1,Irrigated Palay,468846.3,359115.2,348622.8,367694.2,463360.9,339552.1,26.186666666666667,26.543333333333333,28.223333333333333,28.953333333333333,29.183333333333334,28.55333333333333,1310.0,2307.0,296.0,465.0,1382.0,2178.0,301.0,3613.0
Northern Samar,2017,2,Irrigated Palay,399693.9,468846.3,359115.2,348622.8,367694.2,463360.9,26.856666666666666,26.186666666666667,26.543333333333333,28.223333333333333,28.953333333333333,29.183333333333334,465.0,1310.0,2307.0,296.0,465.0,1382.0,2178.0,1406.0
Northern Samar,2017,3,Irrigated Palay,391556.8,399693.9,468846.3,359115.2,348622.8,367694.2,28.19,26.856666666666666,26.186666666666667,26.543333333333333,28.223333333333333,28.953333333333333,340.0,465.0,1310.0,2307.0,296.0,465.0,1382.0,1316.0
Northern Samar,2017,4,Irrigated Palay,381799.4,391556.8,399693.9,468846.3,359115.2,348622.8,26.956666666666667,28.19,26.856666666666666,26.186666666666667,26.543333333333333,28.223333333333333,2357.0,340.0,465.0,1310.0,2307.0,296.0,465.0,8934.0
Northern Samar,2018,1,Irrigated Palay,512906.0,381799.4,391556.8,399693.9,468846.3,359115.2,26.01,26.956666666666667,28.19,26.856666666666666,26.186666666666667,26.543333333333333,2060.0,2357.0,340.0,465.0,1310.0,2307.0,296.0,6426.0
Northern Samar,2018,2,Irrigated Palay,429665.7,512906.0,381799.4,391556.8,399693.9,468846.3,26.143333333333334,26.01,26.956666666666667,28.19,26.856666666666666,26.186666666666667,433.0,2060.0,2357.0,340.0,465.0,1310.0,2307.0,1297.0
Northern Samar,2018,3,Irrigated Palay,406440.8,429665.7,512906.0,381799.4,391556.8,399693.9,27.646666666666665,26.143333333333334,26.01,26.956666666666667,28.19,26.856666666666666,338.0,433.0,2060.0,2357.0,340.0,465.0,1310.0,1265.0
Northern Samar,2018,4,Irrigated Palay,396871.1,406440.8,429665.7,512906.0,381799.4,391556.8,27.266666666666666,27.646666666666665,26.143333333333334,26.01,26.956666666666667,28.19,345.0,338.0,433.0,2060.0,2357.0,340.0,465.0,1336.0
Northern Samar,2019,1,Irrigated Palay,529638.9,396871.1,406440.8,429665.7,512906.0,381799.4,27.62,27.266666666666666,27.646666666666665,26.143333333333334,26.01,26.956666666666667,2048.0,345.0,338.0,433.0,2060.0,2357.0,340.0,6616.07
Northern Samar,2019,2,Irrigated Palay,420920.0,529638.9,396871.1,406440.8,429665.7,512906.0,27.63,27.62,27.266666666666666,27.646666666666665,26.143333333333334,26.01,418.0,2048.0,345.0,338.0,433.0,2060.0,2357.0,1252.0
Northern Samar,2019,3,Irrigated Palay,395738.8,420920.0,529638.9,396871.1,406440.8,429665.7,28.49,27.63,27.62,27.266666666666666,27.646666666666665,26.143333333333334,325.0,418.0,2048.0,345.0,338.0,433.0,2060.0,1190.0
